Team,Name,FGA,TS%,eFG%,% shots at rim,FG% at rim,%assisted at rim,% shots 2pt J,FG% 2pt Jumpers,%assisted 2pt J,%of shots 3pt,3FG%,%assisted 3s,FTA/FGA,FT%,
Citadel,VAN,333,0.595,53.5%,18.9%,55.6%,57.1%,26.7%,49.4%,61.4%,54.4%,36.5%,92.4%,40.8%,86.0%,
Citadel,White Brian,271,0.583,54.6%,45.4%,69.9%,76.7%,50.2%,43.4%,74.6%,4.4%,16.7%,100.0%,34.7%,76.6%,
Citadel,Marshall Quinton,199,0.470,45.5%,42.2%,65.5%,34.5%,47.2%,29.8%,39.3%,10.6%,23.8%,100.0%,41.7%,51.8%,
Citadel,Harris III Marshall,147,0.596,54.1%,27.2%,72.5%,0.0%,19.7%,34.5%,20.0%,53.1%,34.6%,66.7%,59.9%,75.0%,
Citadel,Koopman Tom,84,0.478,46.4%,42.9%,66.7%,58.3%,56.0%,31.9%,60.0%,1.2%,0.0%,---,20.2%,58.8%,
Citadel,Setzekorn Dylen,75,0.390,38.0%,21.3%,18.8%,0.0%,36.0%,44.4%,75.0%,42.7%,28.1%,100.0%,16.0%,50.0%,
Citadel,Horgan P.J.,71,0.416,40.8%,57.7%,56.1%,60.9%,42.3%,20.0%,33.3%,0.0%,---,---,35.2%,44.0%,
Citadel,Bray C.J.,69,0.484,43.5%,18.8%,46.2%,83.3%,52.2%,41.7%,66.7%,29.0%,30.0%,100.0%,44.9%,67.7%,
Citadel,Robinson Raemond,68,0.490,45.6%,13.2%,22.2%,0.0%,19.1%,38.5%,40.0%,67.6%,34.8%,100.0%,26.5%,72.2%,
Citadel,Sledge Warren,62,0.487,44.4%,33.9%,42.9%,22.2%,32.3%,25.0%,0.0%,33.9%,42.9%,100.0%,40.3%,68.0%,
Citadel,Bowser Nate,13,0.293,23.1%,46.2%,33.3%,100.0%,53.8%,14.3%,100.0%,0.0%,---,---,38.5%,60.0%,
Citadel,THOMASANTHONY,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Citadel,HAMILTONTAB,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Citadel,BARUADJEHI,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Citadel,COOKJOHNATHAN,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Citadel,Total,1778,0.529,48.9%,29.4%,58.7%,47.6%,37.9%,36.7%,49.4%,32.7%,36.1%,81.9%,36.8%,72.3%,
St. Francis Brooklyn,Cannon Jalen,335,0.560,50.9%,64.8%,60.4%,55.7%,20.9%,28.6%,45.0%,14.3%,27.1%,100.0%,56.4%,71.4%,
St. Francis Brooklyn,Mockford Ben,286,0.590,57.5%,8.4%,54.2%,15.4%,16.8%,43.8%,33.3%,74.8%,40.7%,77.0%,13.3%,78.9%,
St. Francis Brooklyn,Martin Wayne,180,0.500,48.6%,73.9%,56.4%,42.7%,22.8%,26.8%,63.6%,3.3%,16.7%,100.0%,44.4%,53.8%,
St. Francis Brooklyn,Jones Brent,178,0.535,48.3%,49.4%,46.6%,24.4%,17.4%,48.4%,6.7%,33.1%,33.9%,70.0%,47.2%,72.6%,
St. Francis Brooklyn,Hagigal Sheldon,171,0.502,45.6%,37.4%,57.8%,18.9%,19.9%,23.5%,12.5%,42.7%,30.1%,68.2%,33.3%,75.4%,
St. Francis Brooklyn,White Anthony,129,0.471,42.6%,36.4%,55.3%,38.5%,34.1%,38.6%,11.8%,29.5%,21.1%,100.0%,21.7%,85.7%,
St. Francis Brooklyn,Fall Amdy,125,0.511,45.6%,72.8%,53.8%,55.1%,27.2%,23.5%,25.0%,0.0%,---,---,63.2%,65.8%,
St. Francis Brooklyn,Douglas Kevin,109,0.503,47.7%,39.4%,62.8%,40.7%,16.5%,22.2%,25.0%,44.0%,29.2%,92.9%,27.5%,66.7%,
St. Francis Brooklyn,Isailovic Aleksandar,90,0.422,40.6%,18.9%,52.9%,55.6%,7.8%,28.6%,50.0%,73.3%,25.8%,88.2%,11.1%,70.0%,
St. Francis Brooklyn,Ulmer Lowell,81,0.457,43.8%,72.8%,50.8%,40.0%,3.7%,33.3%,0.0%,23.5%,15.8%,100.0%,48.1%,51.3%,
St. Francis Brooklyn,Hopkinson Yunus,52,0.409,37.5%,21.2%,36.4%,50.0%,36.5%,42.1%,0.0%,42.3%,22.7%,80.0%,26.9%,64.3%,
St. Francis Brooklyn,Milk Matt,42,0.552,54.8%,78.6%,63.6%,76.2%,21.4%,22.2%,0.0%,0.0%,---,---,11.9%,60.0%,
St. Francis Brooklyn,Santavenere P.J.,32,0.402,39.1%,21.9%,57.1%,0.0%,3.1%,100.0%,0.0%,75.0%,20.8%,100.0%,18.8%,50.0%,
St. Francis Brooklyn,Molic Edon,3,0.333,33.3%,0.0%,---,---,33.3%,100.0%,100.0%,66.7%,0.0%,---,0.0%,---,
St. Francis Brooklyn,BRICKMANJASON,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
St. Francis Brooklyn,Total,1813,0.519,48.5%,46.0%,56.0%,44.3%,19.9%,33.1%,26.9%,34.1%,31.5%,81.0%,36.3%,68.3%,
San Jose St.,Muhammad Rashad,332,0.530,47.7%,19.3%,43.8%,42.9%,23.5%,23.1%,44.4%,57.2%,39.5%,78.7%,33.7%,81.2%,
San Jose St.,Williams Jaleel,296,0.498,47.6%,31.1%,57.6%,34.0%,17.2%,37.3%,26.3%,51.7%,30.1%,84.8%,25.0%,64.9%,
San Jose St.,Wilson Devante,238,0.474,43.5%,15.5%,35.1%,30.8%,12.6%,26.7%,25.0%,71.8%,32.2%,94.5%,23.5%,78.6%,
San Jose St.,Cunningham Chris,197,0.519,45.7%,59.9%,51.7%,44.3%,29.9%,33.9%,50.0%,10.2%,30.0%,100.0%,49.7%,74.5%,
San Jose St.,James Jalen,194,0.435,39.9%,45.4%,45.5%,20.0%,19.6%,23.7%,0.0%,35.1%,27.9%,89.5%,28.9%,66.1%,
San Jose St.,Brown D.J.,147,0.510,46.9%,25.2%,54.1%,0.0%,6.8%,10.0%,0.0%,68.0%,32.0%,53.1%,38.1%,69.6%,
San Jose St.,Thornton Isaac,128,0.487,42.6%,48.4%,43.5%,44.4%,17.2%,9.1%,0.0%,34.4%,38.6%,82.4%,46.1%,72.9%,
San Jose St.,Mitchell Brandon,61,0.458,36.9%,57.4%,42.9%,53.3%,19.7%,25.0%,33.3%,23.0%,21.4%,100.0%,60.7%,73.0%,
San Jose St.,Alexander Dylan,60,0.525,51.7%,21.7%,69.2%,33.3%,16.7%,40.0%,25.0%,61.7%,32.4%,100.0%,20.0%,58.3%,
San Jose St.,Pollard Matt,33,0.456,48.5%,48.5%,68.8%,36.4%,51.5%,29.4%,80.0%,0.0%,---,---,27.3%,22.2%,
San Jose St.,Total,1686,0.495,45.3%,33.3%,49.3%,34.7%,19.4%,27.2%,34.8%,47.3%,33.2%,82.6%,33.7%,72.2%,
Utah Valley,Hunsaker Holton,351,0.523,43.2%,17.4%,29.5%,5.6%,25.9%,36.3%,21.2%,56.7%,33.7%,71.6%,50.1%,86.4%,
Utah Valley,Aird Ben,299,0.522,47.2%,47.8%,58.0%,75.9%,41.8%,34.4%,79.1%,10.4%,32.3%,100.0%,45.2%,71.9%,
Utah Valley,Nelson Zach,254,0.567,55.5%,54.3%,64.5%,51.7%,21.7%,45.5%,52.0%,24.0%,29.5%,100.0%,34.3%,60.9%,
Utah Valley,Garrity Hayes,247,0.500,45.7%,23.9%,44.1%,23.1%,38.5%,44.2%,19.0%,37.7%,32.3%,80.0%,26.3%,80.0%,
Utah Valley,Bruneel Mitch,236,0.598,57.2%,47.9%,67.3%,63.2%,25.4%,43.3%,76.9%,26.7%,34.9%,100.0%,34.7%,72.0%,
Utah Valley,Enos Keawe,172,0.646,61.0%,11.0%,63.2%,25.0%,16.3%,32.1%,22.2%,72.7%,44.8%,89.3%,24.4%,90.5%,
Utah Valley,Evans Brenden,49,0.550,49.0%,75.5%,59.5%,63.6%,14.3%,28.6%,50.0%,10.2%,0.0%,---,102.0%,64.0%,
Utah Valley,Ross Chad,41,0.361,31.7%,24.4%,50.0%,60.0%,63.4%,30.8%,87.5%,12.2%,0.0%,---,24.4%,70.0%,
Utah Valley,Brown Taylor,16,0.438,43.8%,12.5%,50.0%,100.0%,0.0%,---,---,87.5%,28.6%,100.0%,0.0%,---,
Utah Valley,Robison Eli,9,0.336,33.3%,55.6%,60.0%,0.0%,11.1%,0.0%,---,33.3%,0.0%,---,33.3%,33.3%,
Utah Valley,Cardwell Cory,2,0.750,75.0%,0.0%,---,---,50.0%,0.0%,---,50.0%,100.0%,0.0%,0.0%,---,
Utah Valley,Total,1676,0.544,49.8%,35.0%,57.1%,55.2%,29.2%,38.4%,48.9%,35.8%,34.7%,84.6%,38.8%,75.5%,
Missouri,Clarkson Jordan,468,0.546,48.1%,43.4%,59.6%,10.7%,32.3%,37.1%,8.9%,24.4%,28.1%,59.4%,41.7%,83.1%,
Missouri,Brown Jabari,435,0.622,55.9%,27.6%,64.2%,41.6%,27.6%,38.3%,19.6%,44.8%,41.0%,86.2%,61.1%,79.7%,
Missouri,Ross Earnest,343,0.563,49.4%,32.7%,62.5%,30.0%,14.0%,29.2%,21.4%,53.4%,31.1%,98.2%,57.1%,77.6%,
Missouri,Williams III Johnathan,163,0.493,46.6%,51.5%,58.3%,38.8%,41.7%,30.9%,19.0%,6.7%,36.4%,50.0%,56.4%,56.5%,
Missouri,Clark Wes,117,0.485,44.9%,17.1%,35.0%,14.3%,34.2%,35.0%,0.0%,48.7%,36.8%,76.2%,41.9%,63.3%,
Missouri,Rosburg Ryan,95,0.690,71.6%,89.5%,75.3%,70.3%,10.5%,40.0%,25.0%,0.0%,---,---,61.1%,56.9%,
Missouri,Criswell Tony,91,0.513,45.6%,35.2%,56.2%,44.4%,44.0%,40.0%,31.2%,20.9%,26.3%,100.0%,33.0%,83.3%,
Missouri,Jones Torren,43,0.589,53.5%,65.1%,64.3%,50.0%,34.9%,33.3%,20.0%,0.0%,---,---,51.2%,77.3%,
Missouri,Post Keanau,30,0.557,63.3%,70.0%,71.4%,66.7%,30.0%,44.4%,0.0%,0.0%,---,---,66.7%,30.0%,
Missouri,Rector Shane,9,0.341,0.0%,55.6%,0.0%,---,22.2%,0.0%,---,22.2%,0.0%,---,166.7%,73.3%,
Missouri,Feldmann Danny,6,0.333,33.3%,66.7%,50.0%,0.0%,0.0%,---,---,33.3%,0.0%,---,0.0%,---,
Missouri,Jankovic Stefan,5,0.678,80.0%,20.0%,100.0%,0.0%,20.0%,0.0%,---,60.0%,66.7%,100.0%,100.0%,40.0%,
Missouri,Haith Corey,1,1.500,150.0%,0.0%,---,---,0.0%,---,---,100.0%,100.0%,100.0%,0.0%,---,
Missouri,JONESBRANFORD,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Missouri,Total,1806,0.566,51.2%,39.6%,61.8%,35.7%,27.9%,35.7%,15.6%,32.5%,34.4%,84.2%,52.5%,74.2%,
Cincinnati,Kilpatrick Sean,506,0.577,51.5%,23.9%,71.1%,47.7%,23.3%,29.7%,42.9%,52.8%,34.8%,76.3%,42.1%,84.5%,
Cincinnati,Jackson Justin,301,0.524,53.2%,63.5%,63.4%,49.6%,36.5%,35.5%,38.5%,0.0%,---,---,41.9%,46.0%,
Cincinnati,Rubles Titus,205,0.486,40.5%,46.8%,60.4%,41.4%,51.7%,23.6%,20.0%,1.5%,0.0%,---,52.7%,76.9%,
Cincinnati,Thomas Shaquille,196,0.502,46.7%,34.2%,64.2%,46.5%,56.1%,37.3%,26.8%,9.7%,26.3%,100.0%,37.8%,66.2%,
Cincinnati,Guyn Ge'Lawn,166,0.429,41.9%,26.5%,43.2%,21.1%,16.9%,25.0%,0.0%,56.6%,30.9%,89.7%,15.7%,53.8%,
Cincinnati,Sanders Jermaine,161,0.545,52.5%,18.6%,63.3%,57.9%,23.6%,34.2%,30.8%,57.8%,37.6%,97.1%,23.6%,68.4%,
Cincinnati,Caupain Troy,141,0.525,45.0%,43.3%,50.8%,32.3%,15.6%,18.2%,50.0%,41.1%,32.8%,94.7%,52.5%,78.4%,
Cincinnati,Johnson Kevin,103,0.525,47.1%,29.1%,60.0%,44.4%,24.3%,32.0%,50.0%,46.6%,31.2%,86.7%,29.1%,86.7%,
Cincinnati,Lawrence Jermaine,84,0.359,33.3%,31.0%,57.7%,40.0%,69.0%,22.4%,61.5%,0.0%,---,---,40.5%,47.1%,
Cincinnati,Nyarsuk David,21,0.625,57.1%,57.1%,75.0%,77.8%,42.9%,33.3%,66.7%,0.0%,---,---,38.1%,87.5%,
Cincinnati,Tobler Zack,4,0.000,0.0%,0.0%,---,---,50.0%,0.0%,---,50.0%,0.0%,---,0.0%,---,
Cincinnati,Davis III Jeremiah,4,0.606,50.0%,50.0%,100.0%,50.0%,25.0%,0.0%,---,25.0%,0.0%,---,50.0%,100.0%,
Cincinnati,Cox Derek,1,0.000,0.0%,100.0%,0.0%,---,0.0%,---,---,0.0%,---,---,0.0%,---,
Cincinnati,Total,1893,0.519,47.7%,36.0%,61.8%,45.6%,33.1%,30.0%,35.1%,30.9%,33.5%,85.2%,38.7%,70.8%,
South Dakota St.,Dykstra Jordan,344,0.597,52.8%,21.2%,69.9%,43.1%,41.9%,37.5%,37.0%,36.9%,40.2%,92.2%,51.7%,83.7%,
South Dakota St.,Carlson Brayden,318,0.594,53.5%,33.3%,61.3%,27.7%,21.4%,39.7%,25.9%,45.3%,36.1%,80.8%,54.7%,78.2%,
South Dakota St.,Larson Cody,306,0.558,52.0%,50.0%,71.9%,56.4%,49.0%,32.7%,38.8%,1.0%,0.0%,---,47.7%,69.2%,
South Dakota St.,White Chad,226,0.564,52.7%,12.8%,65.5%,42.1%,10.6%,41.7%,30.0%,76.5%,34.7%,91.7%,29.6%,79.1%,
South Dakota St.,Bittle Jake,167,0.507,47.9%,31.7%,64.2%,44.1%,40.1%,32.8%,18.2%,28.1%,34.0%,87.5%,31.7%,66.0%,
South Dakota St.,Heemstra Marcus,122,0.570,52.0%,38.5%,63.8%,50.0%,55.7%,42.6%,44.8%,5.7%,42.9%,100.0%,36.1%,81.8%,
South Dakota St.,Broman Anders,92,0.482,42.9%,13.0%,58.3%,57.1%,33.7%,32.3%,0.0%,53.3%,30.6%,100.0%,31.5%,79.3%,
South Dakota St.,Horstman Zach,77,0.501,46.1%,35.1%,66.7%,66.7%,23.4%,38.9%,42.9%,41.6%,21.9%,100.0%,37.7%,69.0%,
South Dakota St.,Devine Connor,33,0.472,42.4%,36.4%,83.3%,50.0%,63.6%,19.0%,50.0%,0.0%,---,---,66.7%,59.1%,
South Dakota St.,Jacobsen Cory,23,0.426,45.7%,0.0%,---,---,21.7%,60.0%,33.3%,78.3%,27.8%,100.0%,26.1%,16.7%,
South Dakota St.,White Joshua,7,0.059,0.0%,0.0%,---,---,42.9%,0.0%,---,57.1%,0.0%,---,42.9%,33.3%,
South Dakota St.,Donlan Matt,4,0.250,25.0%,75.0%,33.3%,0.0%,0.0%,---,---,25.0%,0.0%,---,0.0%,---,
South Dakota St.,Total,1719,0.558,50.8%,30.0%,67.0%,46.7%,34.8%,35.9%,33.5%,35.2%,34.5%,90.0%,43.7%,75.6%,
Northern Ill.,Bowie Darrell,250,0.437,38.6%,67.6%,45.0%,35.5%,28.4%,22.5%,37.5%,4.0%,30.0%,100.0%,76.4%,55.0%,
Northern Ill.,Baker Travon,244,0.453,38.5%,29.1%,45.1%,6.2%,18.9%,30.4%,7.1%,52.0%,25.2%,50.0%,44.7%,73.4%,
Northern Ill.,Armstead Aaric,211,0.468,42.7%,38.4%,53.1%,30.2%,32.7%,33.3%,13.0%,28.9%,26.2%,100.0%,37.0%,66.7%,
Northern Ill.,Threloff Jordan,193,0.570,50.3%,80.8%,54.5%,50.6%,19.2%,32.4%,50.0%,0.0%,---,---,71.0%,73.0%,
Northern Ill.,Armstead Aaron,172,0.530,46.5%,32.6%,53.6%,13.3%,20.3%,40.0%,21.4%,47.1%,29.6%,95.8%,41.3%,81.7%,
Northern Ill.,Bolin Aksel,155,0.527,48.1%,40.6%,52.4%,33.3%,15.5%,29.2%,28.6%,43.9%,33.8%,100.0%,48.4%,69.3%,
Northern Ill.,Balls Daveon,127,0.433,35.8%,31.5%,35.0%,35.7%,30.7%,38.5%,6.7%,37.8%,22.9%,81.8%,36.2%,82.6%,
Northern Ill.,Rakocevic Pete,88,0.482,44.9%,50.0%,54.5%,20.8%,37.5%,42.4%,50.0%,12.5%,9.1%,100.0%,37.5%,63.6%,
Northern Ill.,Highsmith Dontel,76,0.605,59.2%,50.0%,76.3%,24.1%,19.7%,26.7%,0.0%,30.3%,34.8%,100.0%,52.6%,62.5%,
Northern Ill.,Cravatta J.J.,63,0.479,42.1%,15.9%,30.0%,33.3%,6.3%,25.0%,0.0%,77.8%,30.6%,100.0%,30.2%,84.2%,
Northern Ill.,Gray Kevin,34,0.321,23.5%,50.0%,35.3%,16.7%,50.0%,11.8%,100.0%,0.0%,---,---,50.0%,64.7%,
Northern Ill.,Christian Antone,26,0.399,34.6%,7.7%,50.0%,0.0%,30.8%,25.0%,50.0%,61.5%,25.0%,100.0%,23.1%,83.3%,
Northern Ill.,Maric Marin,12,0.647,66.7%,100.0%,66.7%,12.5%,0.0%,---,---,0.0%,---,---,33.3%,50.0%,
Northern Ill.,TAYLORSTEVIE,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Northern Ill.,Total,1651,0.487,43.2%,46.0%,50.6%,31.2%,24.1%,31.2%,25.8%,29.9%,27.7%,86.1%,50.0%,68.4%,
Air Force,Coggins Tre',344,0.561,52.9%,15.7%,61.1%,36.4%,30.2%,39.4%,17.1%,54.1%,38.7%,84.7%,25.6%,78.4%,
Air Force,Yon Max,288,0.554,49.7%,32.6%,68.1%,64.1%,27.4%,31.6%,36.0%,39.9%,31.3%,100.0%,46.2%,77.4%,
Air Force,Olesinski Marek,249,0.560,52.4%,21.7%,64.8%,51.4%,22.1%,45.5%,40.0%,56.2%,33.6%,100.0%,28.9%,77.8%,
Air Force,Williams Kamryn,209,0.495,47.8%,39.2%,56.1%,37.0%,30.6%,37.5%,16.7%,30.1%,31.7%,100.0%,25.4%,60.4%,
Air Force,Hammonds Justin,147,0.552,53.4%,55.1%,67.9%,65.5%,31.3%,28.3%,46.2%,13.6%,35.0%,100.0%,50.3%,59.5%,
Air Force,Earls Delovell,83,0.440,39.8%,47.0%,61.5%,70.8%,21.7%,16.7%,66.7%,31.3%,15.4%,100.0%,51.8%,58.1%,
Air Force,Kocur Zach,56,0.586,53.6%,17.9%,60.0%,16.7%,23.2%,46.2%,50.0%,58.9%,36.4%,100.0%,42.9%,79.2%,
Air Force,Graham Hayden,42,0.540,53.6%,16.7%,57.1%,75.0%,28.6%,41.7%,40.0%,54.8%,39.1%,88.9%,21.4%,55.6%,
Air Force,Parker Darrius,39,0.637,64.1%,51.3%,70.0%,57.1%,30.8%,66.7%,37.5%,17.9%,28.6%,100.0%,82.1%,59.4%,
Air Force,Kammerer Chase,34,0.455,42.6%,55.9%,52.6%,20.0%,26.5%,33.3%,0.0%,17.6%,16.7%,100.0%,61.8%,52.4%,
Air Force,Jorgensen Nick,15,0.392,40.0%,13.3%,50.0%,0.0%,40.0%,33.3%,50.0%,46.7%,28.6%,100.0%,40.0%,33.3%,
Air Force,Moer Zach,14,0.560,50.0%,50.0%,71.4%,80.0%,28.6%,50.0%,100.0%,21.4%,0.0%,---,71.4%,70.0%,
Air Force,Tuss Joe,13,0.260,26.9%,0.0%,---,---,30.8%,50.0%,50.0%,69.2%,11.1%,100.0%,7.7%,0.0%,
Air Force,Michael Ethan,12,0.388,29.2%,33.3%,25.0%,0.0%,25.0%,33.3%,100.0%,41.7%,20.0%,100.0%,83.3%,60.0%,
Air Force,Long Callum,10,0.566,50.0%,20.0%,100.0%,100.0%,10.0%,0.0%,---,70.0%,28.6%,100.0%,50.0%,80.0%,
Air Force,Adler Scott,6,0.478,50.0%,33.3%,100.0%,100.0%,16.7%,100.0%,100.0%,50.0%,0.0%,---,83.3%,40.0%,
Air Force,Flues Austin,0,1.053,0.0%,---,---,---,---,---,---,---,---,---,---,100.0%,
Air Force,Total,1561,0.538,50.4%,30.6%,63.3%,54.0%,27.6%,37.4%,32.3%,41.8%,33.1%,94.4%,37.7%,69.0%,
Bradley,Lemon Jr. Walt,483,0.498,45.2%,33.7%,66.9%,18.3%,46.0%,29.7%,10.6%,20.3%,29.6%,72.4%,33.5%,74.7%,
Bradley,Pickett Tyshon,329,0.511,47.4%,17.6%,74.1%,55.8%,70.8%,42.1%,38.8%,11.6%,26.3%,70.0%,26.1%,76.7%,
Bradley,Grier Omari,278,0.497,43.9%,14.0%,59.0%,30.4%,25.5%,25.4%,16.7%,60.4%,32.1%,90.7%,31.7%,84.1%,
Bradley,Barnes Auston,214,0.541,49.8%,15.4%,57.6%,52.6%,44.4%,46.3%,20.5%,40.2%,33.7%,96.6%,31.3%,79.1%,
Bradley,Bell Ka'Darryl,127,0.471,40.9%,23.6%,53.3%,18.8%,43.3%,27.3%,13.3%,33.1%,33.3%,100.0%,46.5%,71.2%,
Bradley,Taylor Xzavier,72,0.517,51.4%,30.6%,54.5%,41.7%,69.4%,50.0%,36.0%,0.0%,---,---,83.3%,50.0%,
Bradley,Prosser Jordan,62,0.511,50.0%,30.6%,57.9%,54.5%,69.4%,46.5%,55.0%,0.0%,---,---,45.2%,53.6%,
Bradley,Swopshire Jordan,26,0.513,53.8%,7.7%,50.0%,0.0%,15.4%,25.0%,0.0%,76.9%,40.0%,100.0%,57.7%,40.0%,
Bradley,Blake Chris,23,0.457,43.5%,39.1%,55.6%,60.0%,60.9%,35.7%,40.0%,0.0%,---,---,100.0%,47.8%,
Bradley,Alwan Mason,19,0.655,65.8%,36.8%,57.1%,25.0%,36.8%,57.1%,25.0%,26.3%,60.0%,100.0%,26.3%,60.0%,
Bradley,Zecevic Stefan,12,0.358,41.7%,50.0%,66.7%,50.0%,41.7%,20.0%,0.0%,8.3%,0.0%,---,83.3%,20.0%,
Bradley,Fields Anthony,11,0.392,40.9%,18.2%,50.0%,0.0%,45.5%,40.0%,0.0%,36.4%,25.0%,100.0%,9.1%,0.0%,
Bradley,Harris Darion,5,0.435,40.0%,20.0%,0.0%,---,80.0%,50.0%,0.0%,0.0%,---,---,80.0%,50.0%,
Bradley,Wells Nate,5,0.420,40.0%,40.0%,50.0%,100.0%,60.0%,33.3%,0.0%,0.0%,---,---,40.0%,50.0%,
Bradley,Total,1666,0.504,46.4%,23.6%,63.4%,32.9%,48.7%,37.2%,27.2%,27.7%,32.0%,88.5%,36.6%,69.8%,
Troy,Williams Hunter,384,0.514,49.7%,14.3%,50.9%,10.7%,20.6%,20.3%,18.8%,65.1%,39.2%,70.4%,19.0%,65.8%,
Troy,Calhoun Tevin,253,0.536,51.2%,36.8%,61.3%,54.4%,18.6%,29.8%,57.1%,44.7%,34.5%,92.3%,42.3%,62.6%,
Troy,Myers Antoine,238,0.562,50.8%,74.8%,58.4%,26.0%,22.7%,31.5%,23.5%,2.5%,0.0%,---,83.6%,66.3%,
Troy,Mullahey Jeff,238,0.500,43.7%,27.7%,37.9%,20.0%,16.0%,26.3%,10.0%,56.3%,34.3%,93.5%,40.8%,78.4%,
Troy,Thomas Kevin,223,0.528,49.8%,71.3%,54.1%,37.2%,28.7%,39.1%,28.0%,0.0%,---,---,44.4%,63.6%,
Troy,Hinton Westley,141,0.492,45.4%,25.5%,69.4%,72.0%,27.7%,38.5%,53.3%,46.8%,24.2%,100.0%,24.8%,77.1%,
Troy,Ford Kelton,88,0.473,42.0%,45.5%,47.5%,10.5%,4.5%,0.0%,---,50.0%,27.3%,75.0%,85.2%,57.3%,
Troy,Bonny JC,60,0.522,45.0%,41.7%,52.0%,23.1%,8.3%,40.0%,0.0%,50.0%,26.7%,75.0%,65.0%,71.8%,
Troy,Warren Josh,56,0.468,46.4%,94.6%,47.2%,48.0%,5.4%,33.3%,0.0%,0.0%,---,---,46.4%,46.2%,
Troy,Coleman Phillip,4,0.250,25.0%,50.0%,50.0%,0.0%,25.0%,0.0%,---,25.0%,0.0%,---,0.0%,---,
Troy,Howard Jordan,3,0.333,33.3%,66.7%,50.0%,0.0%,0.0%,---,---,33.3%,0.0%,---,0.0%,---,
Troy,Hughes Hobie,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Troy,Total,1688,0.519,48.1%,42.0%,54.2%,34.6%,19.8%,29.9%,31.0%,38.2%,34.0%,81.7%,44.4%,66.1%,
Gonzaga,Pangos Kevin,370,0.598,54.3%,25.9%,51.0%,18.4%,18.9%,37.1%,19.2%,55.1%,41.2%,83.3%,36.2%,87.3%,
Gonzaga,Dower Jr. Sam,324,0.628,58.0%,47.5%,69.5%,67.3%,46.6%,47.7%,56.9%,5.9%,31.6%,100.0%,42.3%,82.5%,
Gonzaga,Karnowski Przemek,241,0.576,59.3%,51.9%,71.2%,61.8%,47.7%,47.0%,51.9%,0.4%,0.0%,---,74.7%,50.0%,
Gonzaga,Bell Jr. Gary,231,0.626,59.7%,27.3%,66.7%,19.0%,16.0%,32.4%,33.3%,56.7%,42.7%,87.5%,30.3%,78.6%,
Gonzaga,Stockton David,212,0.526,47.2%,48.6%,60.2%,12.9%,18.9%,35.0%,14.3%,32.5%,23.2%,81.2%,42.5%,75.6%,
Gonzaga,Dranginis Kyle,171,0.574,56.7%,38.0%,60.0%,23.1%,19.9%,47.1%,12.5%,42.1%,38.9%,75.0%,23.4%,60.0%,
Gonzaga,Coleman Gerard,168,0.514,49.7%,75.6%,54.3%,42.0%,19.6%,39.4%,7.7%,4.8%,12.5%,100.0%,36.9%,58.1%,
Gonzaga,Barham Drew,157,0.685,68.5%,14.6%,60.9%,42.9%,4.5%,28.6%,0.0%,80.9%,48.0%,98.4%,10.8%,64.7%,
Gonzaga,Nunez Angel,60,0.538,44.2%,68.3%,58.5%,58.3%,18.3%,9.1%,0.0%,13.3%,12.5%,100.0%,63.3%,81.6%,
Gonzaga,Edwards Ryan,12,0.598,41.7%,58.3%,42.9%,66.7%,41.7%,40.0%,50.0%,0.0%,---,---,141.7%,82.4%,
Gonzaga,LUKEMEIKLE,9,0.556,55.6%,55.6%,100.0%,60.0%,22.2%,0.0%,---,22.2%,0.0%,---,0.0%,---,
Gonzaga,Bhaskar Brian,5,0.756,80.0%,60.0%,33.3%,100.0%,0.0%,---,---,40.0%,100.0%,100.0%,40.0%,50.0%,
Gonzaga,Griffin Connor,3,0.408,33.3%,100.0%,33.3%,0.0%,0.0%,---,---,0.0%,---,---,133.3%,50.0%,
Gonzaga,Meikle Luke,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,0.0%,
Gonzaga,Total,1963,0.590,56.0%,41.5%,62.0%,42.8%,25.7%,42.0%,39.6%,32.8%,39.7%,87.5%,40.4%,70.9%,
Army,Wilson Kyle,427,0.565,51.6%,32.8%,55.0%,28.6%,33.3%,34.5%,36.7%,34.0%,43.4%,77.8%,38.2%,79.1%,
Army,Plomb Tanner,206,0.585,54.9%,24.3%,70.0%,51.4%,32.0%,36.4%,25.0%,43.7%,40.0%,100.0%,34.0%,77.1%,
Army,Cox Dylan,200,0.595,59.5%,69.0%,65.2%,26.7%,14.5%,27.6%,50.0%,16.5%,42.4%,92.9%,52.0%,56.7%,
Army,Ferguson Kevin,185,0.652,64.3%,64.3%,73.9%,60.2%,35.7%,47.0%,48.4%,0.0%,---,---,35.7%,66.7%,
Army,Herbeck Josh,164,0.485,48.2%,6.1%,50.0%,60.0%,10.4%,29.4%,60.0%,83.5%,33.6%,97.8%,7.9%,53.8%,
